Short Title,Title,issn,eISSN,Funding (TL),Year,Impact Factor,SCI,SSCI,AHCI,Source
-,eTropic,,1448-2940,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Ethics & human research,,2578-2363,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Erasmus Journal for Philosophy and Economics,,1876-9098,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Environmental DNA,,2637-4943,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Environmental Challenges,,2667-0100,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Environmental Analysis Health and Toxicology,,2671-9525,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Entrepreneurship Education and Pedagogy,,2515-1274,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Digital Geography and Society,,2666-3783,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Digital Icons,,2043-7633,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Entangled Religions,,2363-6696,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Engineered Regeneration,,2666-1381,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Energy Storage and Saving,,2772-6835,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Energy Research Letters,,2652-6433,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Energy Reviews,,2772-9702,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Energy Geoscience,,2666-7592,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Energy Informatics,,2520-8942,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Energy and Built Environment,,2666-1233,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Journal of Applied Volcanology,,2191-5040,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,"Emerging Trends in Drugs, Addictions, and Health",,2667-1182,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Emerging Science Journal,,2610-9182,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Electricity,,2673-4826,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,eJournal of eDemocracy and Open Government,,2075-9517,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Eidos: A Journal for Philosophy of Culture,,2544-302X,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,EcoSal Plus,,2324-6200,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Eco-Environment and Health,,2772-9850,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,East/West: Journal of Ukrainian Studies,,2292-7956,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Earthquake Research Advances,,2772-4670,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Early Modern Low Countries,,2543-1587,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,EAI Endorsed Transactions on Industrial Networks and Intelligent Systems,,2410-0218,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,EAI Endorsed Transactions on Pervasive Health and Technology,,2411-7145,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,"e-Prime - Advances in Electrical Engineering, Electronics and Energy",,2772-6711,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Disabilities,,2673-7272,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Discurso y Sociedad,,1887-4606,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Discover Internet of Things,,2730-7239,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Discover Applied Sciences,,3004-9261,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Discover Food,,2731-4286,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,HRB Open Research,,2515-4826,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Digital Studies/ Le Champ Numerique,,1918-3666,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Digital Threats: Research and Practice,,2576-5337,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Digital Business,,2666-9544,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Digital Biomarkers,,2504-110X,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Digital,,2673-6470,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Dialogue and Discourse,,2152-9620,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Chinese Neurosurgical Journal,,2057-4967,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Development Studies Research,,2166-5095,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Development Engineering,,2352-7285,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Designs for Learning,,2001-7480,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Designs,,2411-9660,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Derecho Animal,,2462-7518,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Data Science and Management,,2666-7649,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Data and Metadata,,2953-4917,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Data and Information Management,,2543-9251,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Dancecult,,1947-5403,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Dairy,,2624-862X,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Dacoromania Litteraria,,2360-5189,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Cyber-Physical Systems,,2333-5785,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Cyber Security and Applications,,2772-9184,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Current Treatment Options in Psychiatry,,2196-3061,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Current Sustainable/Renewable Energy Reports,,2196-3010,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Current Research in Green and Sustainable Chemistry,,2666-0865,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Current Research in Behavioral Sciences,,2666-5182,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Current Protocols,,2691-1299,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Current Pharmacology Reports,,2198-641X,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Current Pathobiology Reports,,2167-485X,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Current Oral Health Reports,,2196-3002,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Computers and Education: Artificial Intelligence,,2666-920X,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Culture Unbound,,2000-1525,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Crop and Environment,,2773-126X,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Online Social Networks and Media,,2468-6964,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Critical Studies in Teaching and Learning,,2310-7103,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Cleaner Materials,,2772-3976,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Cleaner Waste Systems,,2772-9125,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Climate Change Ecology,,2666-9005,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Critical Housing Analysis,,2336-2839,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Critical Gambling Studies,,2563-190X,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Critical Care Explorations,,2639-8028,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Contemporary Southeastern Europe,,2310-3612,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Continuity in Education,,2631-9179,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Computing and Software for Big Science,,2510-2044,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Computer Methods and Programs in Biomedicine Update,,2666-9900,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Computational Psychiatry,,2379-6227,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Computational Brain and Behavior,,2522-087X,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Computational Communication Research,,2665-9085,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Computational and Systems Oncology,,2689-9655,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Comprehensive Results in Social Psychology,,2374-3611,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Compositionality,,2631-4444,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Complex Systems Informatics and Modeling Quarterly,,2255-9922,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Comparative Oriental Manuscript Studies Bulletin,,2410-0951,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Community Psychology in Global Perspective.,,2421-2113,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Communication in Biomathematical Sciences,,2549-2896,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Cognitive Semiotics,,2235-2066,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Cliodynamics,,2373-7530,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Clinical Liver Disease,,2046-2484,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Clinical eHealth,,2588-9141,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,International Journal of Economics and Finance Studies,,1309-8055,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Cleaner and Circular Bioeconomy,,2772-8013,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,CivilEng,,2673-4109,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,"Citizenship, Social and Economics Education",,2047-1734,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Citizen Science: Theory and Practice,,2057-4991,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Chronic Diseases and Translational Medicine,,2095-882X,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Chronic Stress,,2470-5470,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Chaos Theory and Applications,,2687-4539,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Cell Insight,,2772-8927,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Case Studies in Chemical and Environmental Engineering,,2666-0164,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Carbon Research,,2731-6696,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Buildings and Cities,,2632-6655,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Applied Mathematics and Nonlinear Sciences,,2444-8656,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Applied Mechanics,,2673-3161,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Brain Multiphysics,,2666-5220,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Apparatus,,2365-7758,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,BMC Proceedings,,1753-6561,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Biotribology,,2352-5738,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Biosensors and Bioelectronics: X,,2590-1370,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Bioresource Technology Reports,,2589-014X,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,BioProducts Business,,2378-1394,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,BioMedInformatics,,2673-7426,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Biomedical Technology,,2949-723X,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Biomass (Switzerland),,2673-8783,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Biomarkers in Neuropsychiatry,,2666-1446,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Biointerface Research in Applied Chemistry,,2069-5837,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Biotechnology Reports,,2215-017X,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,BIO Integration,,2712-0082,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Beverage Plant Research,,2769-2108,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,"BenchCouncil Transactions on Benchmarks, Standards and Evaluations",,2772-4859,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Bellaterra Journal of Teaching and Learning Language and Literature,,2013-6196,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Axon (Italy),,2532-6848,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Autonomous Intelligent Systems,,2730-616X,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Automation,,2673-4052,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Asian Journal of Sport and Exercise Psychology,,2667-2391,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Asian Journal of Philosophy,,2731-4642,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Asian Journal of Mycology,,2651-1339,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Asian Journal for Public Opinion Research,,2288-6168,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,"Arthroscopy, Sports Medicine, and Rehabilitation",,2666-061X,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Artificial Intelligence in Geosciences,,2666-5441,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Artificial Intelligence in the Life Sciences,,2667-3185,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Artivate,,2164-7747,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Arte Nuevo. Revista de Estudios Aureos,,2297-2692,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Argumenta,,2465-2334,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Arctic Review on Law and Politics,,2387-4562,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Archives of Breast Cancer,,2383-0433,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Architecture and Engineering,,2500-0055,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Arab Media and Society,,1687-7721,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Applied Phycology,,2638-8081,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Antibody Therapeutics,,2516-4236,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Journal of Librarianship and Scholarly Communication,,2162-3309,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Annals of Silvicultural Research,,2284-354X,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Annals of 3D Printed Medicine,,2666-9641,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Animal Sentience,,2377-7478,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Animal Migration,,2084-8838,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Angles,,2274-2042,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Ampersand,,2215-0390,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,AI Open,,2666-6510,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Agriculture and Food Security,,2048-7010,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Afrika Focus,,2031-356X,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,African Journal of Social Work,,2409-5605,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,"African Journal of Hospitality, Tourism and Leisure",,2223-814X,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Eludamos,,1866-6124,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Aerospace Systems,,2523-3955,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Advances in Combinatorics,,2517-5599,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Advances in Bridge Engineering,,2662-5407,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Advanced Agrochem,,2773-2371,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Adolescents,,2673-7051,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Addictive Behaviors Reports,,2352-8532,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Acta Innovations,,2300-5599,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,AAS Open Research,,2515-9321,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,International Journal of Practice-Based Learning in Health and Social Care,,2051-6223,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,ISPRS Open Journal of Photogrammetry and Remote Sensing,,2667-3932,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Ciceroniana On Line,,2532-5353,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Journal of Computer Applications in Archaeology,,2514-8362,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Hawai'i journal of health & social welfare,,2641-5224,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,International Journal of Sustainable Energy Planning and Management,,2246-2929,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,CMAJ Open,,2291-0026,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,"Journal of Human, Earth, and Future",,2785-2997,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Plant Nano Biology,,2773-1111,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Plant Phenome Journal,,2578-2703,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Plant-Environment Interactions,,2575-6265,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Plasma Research Express,,2516-1067,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Population and Economics,,2658-3798,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Praktyka Teoretyczna,,2081-8130,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Precision Nanomedicine,,2639-9431,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Proceedings of the ACM on Human-Computer Interaction,,2573-0142,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,"Proceedings of the American Mathematical Society, Series B",,2330-1511,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Proceedings of the Association for Information Science and Technology,,2373-9231,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Progress in Microbes and Molecular Biology,,2637-1049,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Project Leadership and Society,,2666-7215,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Psicoperspectivas,,0718-6924,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Psychiatric Research and Clinical Practice,,2575-5609,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Psychoradiology,,2634-4416,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Public Journal of Semiotics,,1918-9907,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Punctum International Journal of Semiotics,,2459-2943,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Q Open,,2633-9048,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Quanta,,1314-7374,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Quantitative Plant Biology,,2632-8828,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Quantum Reports,,2624-960X,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Qubahan Academic Journal,,2709-8206,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,R-Economy,,2412-0731,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Renewable and Sustainable Energy Transition,,2667-095X,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Reports in Mechanical Engineering,,2683-5894,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Reproduction and Breeding,,2667-0712,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Reproductive Biomedicine and Society Online,,2405-6618,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Research Data Journal for the Humanities and Social Sciences,,2452-3666,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Research in Corpus Linguistics,,2243-4712,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Research in Globalization,,2590-051X,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Research Involvement and Engagement,,2056-7529,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Research Methods in Applied Linguistics,,2772-7661,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Research Result. Theoretical and Applied Linguistics,,2313-8912,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Research Results in Biomedicine,,2658-6533,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Resilient Cities and Structures,,2772-7416,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Resources Chemicals and Materials,,2772-4433,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Results in Control and Optimization,,2666-7207,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Results in Materials,,2590-048X,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Results in Nonlinear Analysis,,2636-7556,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Reviews in Agricultural Science,,2187-090X,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Reviews in Physics,,2405-4283,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Reviews of Modern Plasma Physics,,2367-3192,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Revista Argentina de Antropologia Biologica,,1853-6387,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Revista de Pensamiento Estrategico y Seguridad CISDE,,2529-8763,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Revista Letral,,1989-3302,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Ricerche Ellenistiche,,2724-1890,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,RILEM Technical Letters,,2518-0231,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,RMLE Online,,1940-4476,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Rock Mechanics Bulletin,,2773-2304,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,"Rotura: Journal of Communication, Culture and Arts",,2184-8661,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Rural Landscapes,,2002-0104,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Scandinavian Journal of Work and Organizational Psychology,,2002-2867,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Sci,,2413-4155,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,SciPost Physics Lecture Notes,,2590-1990,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Seismic Record,,2694-4006,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Sensors International,,2666-3511,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,SERIES: International Journal of TV Serial Narratives,,2421-454X,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,"Sexual Offending: Theory, Research, and Prevention",,2699-8440,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,"Sexuality, Gender and Policy",,2639-5355,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Signals,,2624-6120,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Slovak Journal of Political Sciences,,1335-9096,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Slovenscina 2.0,,2335-2736,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,SMAI Journal of Computational Mathematics,,2426-8399,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Smart Health,,2352-6483,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Smart Materials in Medicine,,2590-1834,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Social Sciences and Humanities Open,,2590-2911,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Society Register,,2544-5502,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Soft Science,,2769-5441,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Soil Security,,2667-0062,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Solar Energy Advances,,2667-1131,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,South African Journal of Chemical Engineering,,1026-9185,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,South Asia Multidisciplinary Academic Journal,,1960-6060,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,"Space and Culture, India",,2052-8396,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,SPE Polymers,,2690-3857,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Stem Cell Investigation,,2306-9759,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Stochastic Systems,,1946-5238,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Strategic Design Research Journal,,1984-2988,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Stress Biology,,2731-0450,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Stresses,,2673-7140,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Studia Historica: Historia Contemporanea,,2444-7080,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Studia Litteraria et Historica,,2299-7571,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Studia Poliana,,2387-1830,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Studies in Digital Heritage,,2574-1748,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Studies in Late Antiquity,,2470-2048,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Substantia,,2532-3997,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Supramolecular Materials,,2667-2405,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Sustainable Horizons,,2772-7378,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Sustainable Operations and Computers,,2666-4127,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Sustainable Technology and Entrepreneurship,,2773-0328,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Swiss Journal of Economics and Statistics,,2235-6282,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Taikomoji Kalbotyra,,2029-8935,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Teaching English with Technology,,1642-1027,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Technical Innovations and Patient Support in Radiation Oncology,,2405-6324,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Technology and Language,,2712-9934,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,"Technology, Mind, and Behavior",,2689-0208,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,TESL-EJ,,1072-4303,37000,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Text (Australia),,1327-9556,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,Textos en Proceso,,2001-967X,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,The Cell Surface,,2468-2330,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
-,TheoLogica,,2593-0265,18500,2025,0,FALSE,FALSE,FALSE,SCOPUS
